Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2019/008.795;O-000.675/2020;LORENZ & FILHOS LTDA - EPP;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;20/05/2019;16/03/2020;-;-;-;1365;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Humaitá;Ponto 1;"-27,5362";"-53,9703";-;-
2019/008.576;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;16/05/2019;16/05/2019;-;-;-;"0,01";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-27,9046";"-51,9253";-;-
2019/008.343;O-000.644/2020;X-6 Geração de Energia Eireli;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;14/05/2019;02/03/2020;-;-;-;154339;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-28,3207";"-50,8651";-;-
2019/007.767;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;06/05/2019;16/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-27,9046";"-51,9253";-;-
2019/006.403;-;ENERGIA ECOSOCIAL LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;17/04/2019;28/04/2020;-;-;-;1;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Arroio Jacob;-;Morro Reuter;Ponto 1;"-29,5380299201811";"-51,00430727005";-;-
2019/006.177;-;CERFOX – COOPERATIVA DE GERAÇÃO E DESENVOLVIMENTO FONTOURA XAVIER;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;15/04/2019;20/07/2020;-;-;-;4250000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Arvorezinha;Ponto 1;"-28,9708271706572";"-52,2400975227356";-;-
2019/005.166;-;SILVEIRA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;02/04/2019;22/05/2020;-;-;-;"458291,87";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-28,5496954870663";"-49,9945306777954";-;-
2019/005.157;O-001.537/2020;TOUROS V ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;01/04/2019;18/08/2020;-;-;-;498110;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-28,50290316766";"-50,4245209693909";-;-
2019/005.142;O-000.841/2020;TOUROS IV ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;01/04/2019;20/04/2020;-;-;-;60590;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-28,5267355342475";"-50,4083847999573";-;-
2019/004.975;-;PALOMA ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;29/03/2019;24/06/2020;-;-;-;61070;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Palomas;-;Barra do Rio Azul;Ponto 1;"-27,3289150400905";"-52,3982405662537";-;-
2019/004.961;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;29/03/2019;26/06/2020;-;-;-;"39455,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-29,1671439641435";"-51,0092751160888";-;-
2019/004.535;R-000.868/2020;GERALUZ SERVIÇOS DE ENGENHARIA LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;22/03/2019;04/02/2020;-;-;-;1010000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Nova Prata;Ponto 1;"-28,7419444444444";"-51,5466666666667";-;-
2019/004.299;R-000.898/2020;MINOZZO PARTICIPAÇÕES LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;20/03/2019;29/04/2020;-;-;-;"34994,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Vila Flores;Ponto 1;"-28,8264405107931";"-51,4937996864319";-;-
2019/003.691;O-001.105/2020;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;08/03/2019;08/06/2020;-;-;-;"618,83";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-27,4042327925508";"-54,1643786430359";-;-
2019/003.312;O-001.535/2020;TOUROS III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;27/02/2019;18/08/2020;-;-;-;161000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Bom Jesus;Ponto 1;"-28,5343";"-50,3776";-;-
2019/003.240;-;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;26/02/2019;28/01/2020;-;-;-;300000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Taquaruçu do Sul;Ponto 1;"-27,4186111111111";"-53,5472222222222";-;-
2019/002.997;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Revogado;-;25/02/2019;30/04/2020;-;-;-;"604917,495";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-28,6717251018477";"-52,7264142036438";-;-
2019/002.931;O-001.536/2020;TOUROS II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;22/02/2019;18/08/2020;-;-;-;24600;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-28,5774";"-50,3528";-;-
2019/002.305;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;13/02/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-27,4042556518659";"-54,1642799376132";-;-
2019/001.898;O-000.464/2019;CERQUINHA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;06/02/2019;13/12/2019;-;-;-;"33506,93";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio Cerquinha;-;Bom Jesus;Ponto 1;"-28,5325";"-50,2411111111111";-;-
2019/001.476;-;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;29/01/2019;06/02/2019;-;-;-;269500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-28,5228";"-49,9897";-;-
2019/001.440;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;29/01/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;-;Ponto 1;"-27,4041666666667";"-54,1638888888889";-;-
2019/001.316;R-000.897/2020;OLFAR S/A ALIMENTO E ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;25/01/2019;16/04/2020;-;-;-;2223000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Protásio Alves;Ponto 1;"-28,7852920182863";"-51,504034549107";-;-
2019/001.159;-;Enel Brasil S.A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;23/01/2019;25/09/2020;-;-;-;48770000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Fagundes Varela;Ponto 1;"-28,8943";"-51,8058";-;-
2019/001.003;-;COOPERATIVA DE DISTRIBUICAO E GERACAO DE ENERGIA DAS MISSOES;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Outorga;Indeferida;-;20/01/2019;07/02/2019;-;-;-;2265;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Entre-Ijuís;Ponto 1;"-28,4018122755307";"-54,3119215965271";-;-
2019/000.653;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;14/01/2019;12/08/2020;-;-;-;"22524,01";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-29,1742686136754";"-51,0578484317457";-;-
2019/000.450;-;Hidropan Geração de Energia Elétrica S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;10/01/2019;-;-;-;-;1732993;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Lajeado Alegre;-;Condor;Ponto 1;"-28,2012457159401";"-53,4407014903283";-;-
2019/000.170;O-001.497/2020;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;07/01/2019;10/08/2020;-;-;-;269500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 3;"-28,52315";"-49,9896";-;-
2018/035.220;-;CERTEL OLARIA GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;21/12/2018;-;-;-;-;2914000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Pouso Novo;Ponto 1;"-29,1785";"-52,17";-;-
2018/035.217;-;CERTEL MOINHO VELHO GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;21/12/2018;04/01/2019;-;-;-;35311000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-29,0861";"-52,2161";-;-
2018/035.216;-;CERTEL FOZ DO JACUTINGA GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;21/12/2018;21/12/2018;-;-;-;3750000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-29,0313";"-52,218";-;-
2018/035.005;-;CERTEL  VALE FUNDO GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/12/2018;19/12/2018;-;-;-;8617000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-29,1288";"-52,1888";-;-
2018/034.982;R-000.594/2020;Certel Vale do Leite Geração de Energia S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;19/12/2018;14/02/2020;-;-;-;6098300;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-29,1564837956109";"-52,186331749017";-;-
2018/034.955;R-001.687/2020;Enel Brasil S.A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;19/12/2018;09/09/2020;-;-;-;"7456162,56";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;São Valentim do Sul;Ponto 1;"-29,0709";"-51,714";-;-
2018/034.380;-;MARIANO GERAÇÃO DE ENERGIA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;12/12/2018;07/07/2020;-;-;-;11400;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Machadinho;Ponto 1;"-27,6056708264654";"-51,5781712532043";-;-
2018/033.767;-;IDALIR PERUZZO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;05/12/2018;05/12/2018;-;-;-;13632;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Barracão;Ponto 1;"-27,6533877811018";"-51,4835858345032";-;-
2018/033.752;-;IDALIR PERUZZO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;04/12/2018;04/12/2018;-;-;-;50000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Marmeleiro;-;Barracão;Ponto 1;"-27,6635368314393";"-51,4790797233582";-;-
2018/033.655;R-000.842/2020;Pablo Rodrigo Ferreira Romeiro;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;03/12/2018;14/04/2020;-;-;-;"59171,02";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-28,7781918007691";"-50,6833004951477";-;-
2018/033.376;-;Agropecuaria Fockink Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;29/11/2018;27/07/2020;-;-;-;246000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Panambi;Ponto 1;"-28,3982335362495";"-53,4572196006775";-;-
2018/033.220;-;Trópico Energia Renovável LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;28/11/2018;12/02/2019;-;-;-;5855;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Arroio Butiá;-;Soledade;Ponto 1;"-28,8552777777778";"-52,6786111111111";-;-
2018/033.167;-;Everton Alessandro Delfes;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Desativado;-;27/11/2018;03/12/2018;-;-;-;50000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Marmeleiro;-;Barracão;Ponto 1;"-27,6619784242682";"-51,4786076545715";-;-
2018/032.914;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;23/11/2018;23/11/2018;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-28,6717627550362";"-52,7258348464966";-;-
2018/032.593;-;USINA PADRE POLO LTDA - ME;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;20/11/2018;22/09/2020;-;-;-;15840;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Sem denominação;-;Jacutinga;Ponto 1;"-27,6894943455994";"-52,5460839271545";-;-
2018/032.067;O-000.647/2020;SCHIRMER & CORREA CONSULTORIA FLORESTAL LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;13/11/2018;04/03/2020;-;-;-;"23884,724";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Conceição;-;Boa Vista do Cadeado;Ponto 1;"-28,5372";"-53,8602";-;-
2018/031.725;R-001.102/2020;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;09/11/2018;12/03/2020;-;-;-;"18403,51";Aproveitamento hidrelétrico;Bacia Hidrográfica do Baixo Jacuí;Sem denominação;-;Dom Feliciano;Ponto 1;"-30,4768916666667";"-52,207743";-;-
2018/031.548;-;SPE DALTRO FILHO GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando análise;-;07/11/2018;10/03/2020;-;-;-;2833;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio da Seca;-;Imigrante;Ponto 1;"-29,3301";"-51,7493";-;-
2018/031.421;R-001.103/2020;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;06/11/2018;12/03/2020;-;-;-;"63206,25";Aproveitamento hidrelétrico;Bacia Hidrográfica do Baixo Jacuí;Arroio Itaticui;-;Dom Feliciano;Ponto 1;"-30,4649555278681";"-52,2099403535777";-;-
2018/031.334;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;05/11/2018;06/11/2018;-;-;-;"16615,37";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Contrato;-;São Francisco de Paula;Ponto 1;"-29,0311714873904";"-50,7559200875986";-;-
2018/031.022;R-001.423/2020;PARTIALIS COMERCIO E GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;31/10/2018;16/07/2020;-;-;-;6672;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Erval Seco;Ponto 1;"-27,465";"-53,4791";-;-
2018/030.801;-;CGH PESSEGUEIRO GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;29/10/2018;17/07/2020;-;-;-;165000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Sem denominação;-;Barros Cassal;Ponto 1;"-29,1168";"-52,639";-;-
2018/029.901;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;17/10/2018;22/11/2018;-;-;-;"885663,019";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Bernardo José;-;Barracão;Ponto 1;"-27,8196";"-51,374";-;-
2018/029.418;-;BME ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;09/11/2018;-;-;-;"8605173,72";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Ivaí;-;Salto do Jacuí;Ponto 1;"-29,1276844380641";"-53,3192467689514";-;-
2018/029.400;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;23/11/2018;-;-;-;97650;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Pinheirinho;-;Ibirubá;Ponto 1;"-28,5654516388295";"-53,2519125938416";-;-
2018/029.387;-;Cazuza Ferreira Energética S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;22/11/2018;-;-;-;"366183,02";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-29,0199996835034";"-50,7301211357117";-;-
2018/027.904;-;Bom Retiro Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;25/09/2018;26/09/2018;-;-;-;30000000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Taquari;-;Cruzeiro do Sul;Ponto 1;"-29,6093195353758";"-51,9508266448975";-;-
2018/027.635;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;20/09/2018;28/11/2018;-;-;-;"19839,79";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto Barramento CGH Otto I;"-27,2727856965279";"-52,963063194077";-;-
2018/027.627;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;20/09/2018;20/09/2018;-;-;-;24455;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto no Barramento da CGH Otto II;"-27,2815227016337";"-52,961847782135";-;-
2018/027.596;-;Companhia Estadual de Geração e Transmissão de Energia Elétrica;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em análise;-;19/09/2018;25/09/2020;-;-;-;83000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Eugênio de Castro;Ponto 1;"-28,4425062637246";"-54,2893481254578";-;-
2018/027.517;-;"MUXFELDT, MARIA E CIA LTDA";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/09/2018;19/09/2018;-;-;-;88560;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Ibiaçá;Ponto 1;"-28,0554312976319";"-51,9213652610779";-;-
2018/027.444;-;Cia. Energética Rio das Antas - UHE 14 de Julho;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;18/09/2018;18/09/2018;-;-;-;55180000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Cotiporã;Ponto 1;"-29,0652777777778";"-51,6741666666667";-;-
2018/027.417;-;Cia. Energética Rio das Antas - UHE Castro Alves;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;18/09/2018;18/09/2018;-;-;-;91770000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Nova Roma do Sul;Ponto 1;"-29,0058333333333";"-51,3844444444444";-;-
2018/027.259;-;Cia. Energética Rio das Antas - UHE Monte Claro;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;17/09/2018;18/09/2018;-;-;-;11400000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Veranópolis;Ponto 1;"-29,0305555555556";"-51,5219444444444";-;-
2018/026.360;-;AJURICABA GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;04/09/2018;04/09/2018;-;-;-;90900;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Faxinal;-;Ajuricaba;Ponto 1;"-28,1525";"-53,7701";-;-
2018/025.979;R-000.643/2020;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;31/08/2018;16/01/2020;-;-;-;30000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Vieira;-;Ipê;Ponto 1;"-28,8093322620687";"-51,1935424804688";-;-
2018/025.491;R-000.116/2018;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;27/08/2018;11/12/2018;-;-;-;8000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Refugiado;-;Campestre da Serra;Ponto 1;"-28,7066990796666";"-50,9999299049377";-;-
2018/024.886;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;20/08/2018;21/08/2018;-;-;-;"16615,37";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Contrato;-;São Francisco de Paula;Ponto 1;"-29,0311652376769";"-50,7559269542765";-;-
2018/023.269;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;02/08/2018;20/09/2018;-;-;-;"20015,11";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto 1;"-27,2728026794515";"-52,9630762963256";-;-
2018/023.145;O-000.298/2019;CABRAS GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;01/08/2018;16/08/2019;-;-;-;59428;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Guarita;-;Erval Seco;Ponto 1;"-27,5369295059163";"-53,5697865486145";-;-
2018/022.736;-;ENGIE BRASIL ENERGIA S.A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Outorga;Indeferida;-;27/07/2018;04/04/2019;-;-;-;1590000000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Rio Passo Fundo;-;Entre Rios do Sul;Ponto 1;"-27,552758661097";"-52,7412629127502";-;-
2018/021.296;-;Hidropan Geração de Energia Elétrica S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Desativado;-;16/07/2018;03/12/2018;-;-;-;1732993;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Lajeado Alegre;-;Condor;Ponto 1;"-28,199649994086";"-53,4401254416304";-;-
2018/020.674;O-001.143/2020;Focchezan Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;11/07/2018;15/06/2020;-;-;-;85000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Nova Bassano;Ponto 1;"-28,7032737272059";"-51,8483233451843";-;-
2018/017.354;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;18/06/2018;18/06/2018;-;-;-;"391,19";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Segredinho;-;Ipê;Ponto 1;"-28,6990250261772";"-51,3857171892496";-;-
